"tesi","Length","type","shoot","Tree","rank_node","c","v","m","cl","nu","b","tot_buds","new_shoots","n_lateral_buds","n_apical_buds","which_apicals"
"AUTOR",38.5,"Lo",116,9,6,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",38.5,"Lo",116,9,7,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",38.5,"Lo",116,9,8,0,0,1,1,5,0,1,1,1,0,NA
"AUTOR",38.5,"Lo",116,9,9,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",38.5,"Lo",116,9,10,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",38.5,"Lo",116,9,11,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",38.5,"Lo",116,9,12,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",38.5,"Lo",116,9,13,1,0,0,0,0,0,2,0,1,1,"V"
"AUTOR",43.5,"VLo",117,9,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,2,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,3,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,4,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,5,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,6,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,7,1,1,3,1,3,0,5,2,5,0,NA
"AUTOR",43.5,"VLo",117,9,8,1,1,3,1,1,0,5,2,5,0,NA
"AUTOR",43.5,"VLo",117,9,9,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,10,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,11,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,12,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,13,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,14,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,15,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,16,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,17,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43.5,"VLo",117,9,18,0,1,0,0,0,0,2,0,1,1,"V"
"AUTOR",2,"Sh",118,9,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",2,"Sh",118,9,2,0,1,2,0,0,0,4,1,3,1,"V"
