"","year","thesis","length","shoot1yo","length1yo","rank1yo","c","v","m","b","nuts","X.oss","year.1","shoot1yo.1","rank1yo.1","X.newshoot2yo","derived.from","length2yo.cm.","X","dead.buds","X.nodes2yo","c.1","v.1","m.1","cic","cl","B","X2y.o.node","c.2","v.2","m.2","CICATRICI","cluster","nuts.23","B.1","X2y.o.node.1","c.3","v.3","m.3","CICATRICI.1","cluster.1","nuts.1","B.2","X2y.o.node.2","c.4","v.4","m.4","CICATRICI.2","cluster.2","nuts.2","B.3","X2y.o.node.3","c.5","v.5","m.5","CICATRICI.3","cluster.3","nuts.3","B.4","X2y.o.node.4","c.6","v.6","m.6","CICATRICI.4","cluster.4","nuts.4","B.5","X2y.o.node.5","c.7","v.7","m.7","CICATRICI.5","cluster.5","nuts.5","B.6","X2y.o.node.6","c.8","v.8","m.8","CICATRICI.6","cluster.6","nuts.6","B.7","X2y.o.node.7","c.9","v.9","m.9","CICATRICI.7","cluster.7","nuts.7","B.8","node","c.10","v.10","m.10","CICATRICI.8","cluster.8","nuts.8","B.9","X2y.o.node.8","c.11","v.11","m.11","CICATRICI.9","cluster.9","nuts.9","B.10","X2y.o.node.9","c.12","v.12","m.12","CICATRICI.10","cluster.10","nuts.10","B.11","X2y.o.node.10","c.13","v.13","m.13","CICATRICI.11","cluster.11","nuts.11","B.12","X2y.o.node.11","c.14","v.14","m.14","CICATRICI.12","cluster.12","nuts.12","B.13","X2y.o.node.12","c.15","v.15","m.15","CICATRICI.13","cluster.13","nuts.13","B.14","X2y.o.node.13","c.16","v.16","m.16","CICATRICI.14","cluster.14","nuts.14","B.15","X2y.o.node.14","c.17","v.17","m.17","CICATRICI.15","cluster.15","nuts.15","B.16","X2y.o.node.15","c.18","v.18","m.18","CICATRICI.16","cluster.16","nuts.16","B.17","X2y.o.node.16","c.19","v.19","m.19","CICATRICI.17","cluster.17","nuts.17","B.18","X2y.o.node.17","c.20","v.20","m.20","CICATRICI.18","cluster.18","nuts.18","B.19","X2y.o.node.18","c.21","v.21","m.21","CICATRICI.19","cluster.19","nuts.19","B.20","X2y.o.node.19","c.22","v.22","m.22","CICATRICI.20","cluster.20","nuts.20","B.21","X2y.o.node.20","c.23","v.23","m.23","CICATRICI.21","cluster.21","nuts.21","B.22","X2y.o.node.21","c.24","v.24","m.24","CICATRICI.22","cluster.22","nuts.22","B.23","position"
"583",2020,"AUTOR","Me",55,6,5,0,0,1,0,0,1,2021,55,5,2,"M",2.5,"Sh",-1,3,0,1,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"593",2020,"AUTOR","Me",56,10.2,8,0,1,0,0,0,1,2021,56,8,1,"V",7.7,"Me",0,7,8,5,5,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,6,2,2,1,0,0,0,0,7,6,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"601",2020,"AUTOR","Me",57,12,6,1,0,2,0,4,3,2021,57,6,2,"M",1.4,"Sh",1,4,0,3,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"604",2020,"AUTOR","Sh",58,2,3,0,1,0,0,0,1,2021,58,3,1,"V",2.7,"Sh",0,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"629",2020,"AUTOR","VLo",59,54,22,0,1,0,0,0,1,2021,59,22,1,"V",0.8,"Sh",0,3,0,1,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"632",2020,"AUTOR","Sh",60,3,3,4,2,0,0,0,3,2021,60,3,1,"C",2,"Sh",2,5,1,0,0,1,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"652",2020,"AUTOR","VLo",61,46,20,0,2,0,0,0,2,2021,61,20,1,"V",41.5,"VLo",1,17,4,16,1,9,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,7,3,2,0,0,0,0,0,8,0,0,1,0,0,0,0,9,0,1,0,1,0,0,0,10,0,1,0,0,0,0,0,11,0,1,0,1,0,0,0,12,0,1,0,1,0,0,0,13,0,1,0,1,0,0,0,14,0,1,0,1,0,0,0,15,0,1,0,1,0,0,0,16,0,1,0,1,0,0,0,17,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"660",2020,"AUTOR","Me",62,9,8,0,1,0,0,0,1,2021,62,8,1,"V",14.5,"Me",0,9,3,8,2,0,0,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,6,1,2,0,0,0,0,0,7,2,3,2,0,0,0,0,8,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"663",2020,"AUTOR","Sh",63,4.8,3,4,0,3,0,3,4,2021,63,3,2,"M",1.7,"Sh",2,3,0,2,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"682",2020,"AUTOR","Lo",64,28,16,4,0,0,0,0,1,2021,64,16,1,"C",5,"Sh",0,7,3,5,0,1,0,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"689",2020,"AUTOR","Me",65,10,6,4,0,5,0,0,6,2021,65,6,1,"M",2.2,"Sh",5,7,0,4,0,1,0,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,7,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"709",2020,"AUTOR","VLo",66,58,19,0,2,0,0,0,2,2021,66,19,1,"V",8,"Me",1,9,0,4,0,3,0,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,9,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"723",2020,"AUTOR","Lo",67,26.5,12,0,0,1,0,0,1,2021,67,12,1,"M",2,"Sh",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"737",2020,"AUTOR","Lo",68,26.5,13,0,1,0,0,0,1,2021,68,13,1,"V",2.5,"Sh",0,5,4,2,3,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,4,2,0,1,0,0,0,0,5,2,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"741",2020,"AUTOR","Me",69,6.5,4,1,1,1,0,1,3,2021,69,4,1,"V",2,"Sh",2,5,1,2,0,0,0,3,1,0,0,0,0,NA,NA,1,2,0,0,0,0,NA,NA,1,3,0,0,0,0,NA,NA,1,4,0,1,0,0,NA,NA,0,5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"760",2020,"AUTOR","VLo",70,42,16,0,0,1,0,2,1,2021,70,16,1,"M",3,"Sh",0,5,0,4,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"765",2020,"AUTOR","Sh",71,5,5,3,0,3,0,4,4,2021,71,5,1,"M",2,"Sh",3,4,0,2,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"768",2020,"AUTOR","Sh",72,3,3,4,2,0,0,0,3,2021,72,3,1,"V",1.4,"Sh",2,5,1,3,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"790",2020,"AUTOR","Lo",73,38.5,15,0,0,1,0,0,1,2021,73,15,1,"M",2.3,"Sh",0,5,0,3,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"799",2020,"AUTOR","Me",74,14.5,7,5,1,0,0,0,2,2021,74,7,1,"V",2.1,"Sh",1,6,1,3,0,0,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,6,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"817",2020,"AUTOR","Lo",75,35.5,16,0,1,0,0,0,1,2021,75,16,1,"V",19.5,"Me",0,10,7,8,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,4,2,1,0,0,0,0,0,5,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,7,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
